month,division,line,category,count
2022-01,B DIVISION,A,Signals,1
2022-01,B DIVISION,F,Other,1
2022-01,B DIVISION,Q,Other,1
2022-01,B DIVISION,N,Track,2
2022-01,A DIVISION,5,Signals,1
2022-02,B DIVISION,D,Subway Car,1
2022-02,A DIVISION,6,Signals,1
2022-02,A DIVISION,3,Track,1
2022-02,A DIVISION,7,Subway Car,1
2022-02,B DIVISION,E,Track,3
2022-02,B DIVISION,Q,Signals,1
2022-02,A DIVISION,4,Persons on Trackbed/Police/Medical,1
2022-02,A DIVISION,4,Other,1
2022-02,B DIVISION,L,Persons on Trackbed/Police/Medical,1
2022-02,B DIVISION,M,Persons on Trackbed/Police/Medical,1
2022-02,A DIVISION,2,Persons on Trackbed/Police/Medical,2
2022-02,A DIVISION,6,Track,2
2022-02,B DIVISION,F,Other,2
2022-02,B DIVISION,F,Signals,1
2022-02,B DIVISION,L,Track,2
2022-02,B DIVISION,Q,Stations and Structure,1
2022-02,A DIVISION,2,Subway Car,1
2022-02,A DIVISION,6,Persons on Trackbed/Police/Medical,2
2022-02,B DIVISION,D,Stations and Structure,1
2022-02,B DIVISION,D,Signals,1
2022-02,B DIVISION,F,Persons on Trackbed/Police/Medical,1
2022-02,A DIVISION,7,Track,1
2022-02,A DIVISION,5,Persons on Trackbed/Police/Medical,3
2022-02,A DIVISION,3,Stations and Structure,1
2022-02,A DIVISION,1,Signals,1
2022-02,A DIVISION,4,Signals,1
2022-02,B DIVISION,A,Persons on Trackbed/Police/Medical,1
2022-02,B DIVISION,A,Stations and Structure,1
2022-02,B DIVISION,A,Signals,3
2022-02,A DIVISION,5,Signals,1
2022-02,B DIVISION,R,Track,1
2022-02,A DIVISION,7,Persons on Trackbed/Police/Medical,1
2022-03,A DIVISION,7,Other,2
2022-03,A DIVISION,7,Stations and Structure,1
2022-03,B DIVISION,D,Persons on Trackbed/Police/Medical,1
2022-03,A DIVISION,6,Persons on Trackbed/Police/Medical,4
2022-03,B DIVISION,B,Persons on Trackbed/Police/Medical,1
2022-03,A DIVISION,7,Track,1
2022-03,A DIVISION,1,Persons on Trackbed/Police/Medical,1
2022-03,B DIVISION,E,Stations and Structure,1
2022-03,A DIVISION,5,Signals,1
2022-03,B DIVISION,D,Signals,1
2022-03,A DIVISION,5,Other,1
2022-03,A DIVISION,1,Stations and Structure,1
2022-03,B DIVISION,F,Other,1
2022-03,B DIVISION,E,Signals,1
2022-03,B DIVISION,M,Persons on Trackbed/Police/Medical,1
2022-03,B DIVISION,F,Signals,1
2022-03,B DIVISION,A,Subway Car,1
2022-03,A DIVISION,4,Other,1
2022-03,A DIVISION,1,Track,1
2022-03,B DIVISION,L,Persons on Trackbed/Police/Medical,1
2022-03,A DIVISION,3,Subway Car,1
2022-03,B DIVISION,R,Signals,2
2022-03,A DIVISION,2,Signals,1
2022-03,B DIVISION,R,Persons on Trackbed/Police/Medical,3
2022-03,B DIVISION,D,Track,1
2022-03,A DIVISION,7,Subway Car,1
2022-03,B DIVISION,R,Subway Car,1
2022-03,B DIVISION,E,Track,2
2022-03,B DIVISION,Q,Persons on Trackbed/Police/Medical,1
2022-03,A DIVISION,3,Persons on Trackbed/Police/Medical,1
2022-03,B DIVISION,F,Persons on Trackbed/Police/Medical,1
2022-03,B DIVISION,M,Track,1
2022-03,B DIVISION,Q,Track,1
2022-03,B DIVISION,N,Signals,2
2022-03,B DIVISION,L,Other,1
2022-03,B DIVISION,F,Track,1
2022-03,B DIVISION,Q,Stations and Structure,1
2022-03,B DIVISION,A,Track,1
2022-03,A DIVISION,2,Subway Car,1
2022-03,A DIVISION,7,Persons on Trackbed/Police/Medical,3
2022-04,B DIVISION,F,Track,1
2022-04,A DIVISION,2,Subway Car,1
2022-04,B DIVISION,R,Persons on Trackbed/Police/Medical,2
2022-04,A DIVISION,2,Track,3
2022-04,A DIVISION,6,Subway Car,1
2022-04,B DIVISION,F,Persons on Trackbed/Police/Medical,1
2022-04,B DIVISION,F,Signals,1
2022-04,B DIVISION,M,Persons on Trackbed/Police/Medical,1
2022-04,A DIVISION,2,Stations and Structure,1
2022-04,B DIVISION,M,Signals,1
2022-04,B DIVISION,E,Persons on Trackbed/Police/Medical,3
2022-04,A DIVISION,5,Persons on Trackbed/Police/Medical,2
2022-04,A DIVISION,7,Signals,1
2022-04,A DIVISION,6,Persons on Trackbed/Police/Medical,1
2022-04,A DIVISION,2,Persons on Trackbed/Police/Medical,1
2022-04,B DIVISION,A,Track,1
2022-04,A DIVISION,2,Signals,1
2022-04,B DIVISION,N,Persons on Trackbed/Police/Medical,2
2022-04,A DIVISION,1,Persons on Trackbed/Police/Medical,2
2022-04,B DIVISION,C,Signals,1
2022-04,A DIVISION,3,Persons on Trackbed/Police/Medical,1
2022-04,A DIVISION,3,Stations and Structure,1
2022-04,B DIVISION,C,Subway Car,1
2022-04,B DIVISION,R,Other,1
2022-04,B DIVISION,L,Signals,1
2022-04,B DIVISION,E,Signals,1
2022-04,A DIVISION,3,Subway Car,1
2022-05,B DIVISION,L,Other,1
2022-05,B DIVISION,L,Stations and Structure,1
2022-05,B DIVISION,C,Signals,1
2022-05,A DIVISION,3,Persons on Trackbed/Police/Medical,2
2022-05,A DIVISION,5,Subway Car,1
2022-05,A DIVISION,6,Persons on Trackbed/Police/Medical,1
2022-05,B DIVISION,F,Stations and Structure,2
2022-05,A DIVISION,7,Stations and Structure,1
2022-05,B DIVISION,M,Stations and Structure,1
2022-05,B DIVISION,N,Subway Car,1
2022-05,B DIVISION,D,Track,1
2022-05,B DIVISION,M,Persons on Trackbed/Police/Medical,1
2022-05,A DIVISION,6,Signals,1
2022-05,A DIVISION,2,Persons on Trackbed/Police/Medical,1
2022-05,B DIVISION,B,Signals,1
2022-05,B DIVISION,F,Signals,2
2022-05,A DIVISION,3,Track,2
2022-05,B DIVISION,E,Signals,1
2022-05,B DIVISION,C,Persons on Trackbed/Police/Medical,1
2022-05,B DIVISION,E,Subway Car,1
2022-05,B DIVISION,F,Persons on Trackbed/Police/Medical,1
2022-05,A DIVISION,7,Signals,2
2022-05,B DIVISION,Q,Subway Car,1
2022-05,A DIVISION,5,Stations and Structure,1
2022-05,B DIVISION,F,Track,1
2022-05,A DIVISION,2,Signals,1
2022-05,B DIVISION,N,Signals,1
2022-05,B DIVISION,D,Signals,1
2022-05,B DIVISION,B,Persons on Trackbed/Police/Medical,1
2022-05,A DIVISION,6,Stations and Structure,1
2022-06,A DIVISION,3,Persons on Trackbed/Police/Medical,2
2022-06,A DIVISION,6,Stations and Structure,1
2022-06,A DIVISION,1,Stations and Structure,1
2022-06,B DIVISION,B,Track,1
2022-06,B DIVISION,D,Other,1
2022-06,A DIVISION,4,Signals,1
2022-06,A DIVISION,7,Persons on Trackbed/Police/Medical,1
2022-06,A DIVISION,7,Other,1
2022-06,B DIVISION,F,Track,1
2022-06,B DIVISION,E,Stations and Structure,2
2022-06,B DIVISION,M,Persons on Trackbed/Police/Medical,2
2022-06,A DIVISION,6,Track,1
2022-06,B DIVISION,L,Signals,1
2022-06,A DIVISION,4,Track,1
2022-06,B DIVISION,M,Stations and Structure,1
2022-06,B DIVISION,F,Signals,1
2022-06,B DIVISION,A,Persons on Trackbed/Police/Medical,1
2022-06,B DIVISION,D,Signals,1
2022-06,B DIVISION,E,Signals,2
2022-06,B DIVISION,E,Persons on Trackbed/Police/Medical,1
2022-06,A DIVISION,2,Subway Car,1
2022-06,A DIVISION,6,Signals,1
2022-06,A DIVISION,7,Track,1
2022-06,A DIVISION,6,Persons on Trackbed/Police/Medical,1
2022-06,A DIVISION,4,Subway Car,1
2022-06,B DIVISION,M,Track,1
2022-06,A DIVISION,5,Signals,2
2022-06,B DIVISION,JZ,Track,2
2022-06,B DIVISION,F,Stations and Structure,1
